0,0.0011746,0.00022761,0,0.0011746,0.00022761
1.9762e-13,0.0023327,0.00044737,-2.6179e-13,0.0023327,0.00044737
-3.6668e-13,0.003458,0.00065169,1.5071e-14,0.003458,0.00065169
2.0112e-13,0.0045347,0.00083352,3.0431e-13,0.0045347,0.00083352
-4.885e-15,0.0055476,0.0009866,-1.5485e-13,0.0055476,0.0009866
-9.398e-14,0.0064826,0.0011056,2.203e-13,0.0064826,0.0011056
9.3009e-14,0.0073264,0.0011865,-1.853e-13,0.0073264,0.0011865
-7.3358e-14,0.0080672,0.0012265,1.7997e-13,0.0080672,0.0012265
-3.5061e-13,0.0086946,0.0012241,5.4595e-14,0.0086946,0.0012241
1.6556e-13,0.0091998,0.0011795,-2.7675e-13,0.0091998,0.0011795
3.4131e-13,0.0095756,0.0010942,-1.8135e-13,0.0095756,0.0010942
-1.3936e-13,0.0098168,0.00097116,6.8057e-13,0.0098168,0.00097116
-2.498e-16,0.00992,0.0008146,-4.0831e-13,0.00992,0.0008146
-4.3393e-13,0.0098837,0.00062994,1.0916e-13,0.0098837,0.00062994
4.8619e-13,0.0097085,0.00042354,1.6698e-13,0.0097085,0.00042354
7.2581e-14,0.0093967,0.00020253,-6.9308e-13,0.0093967,0.00020253
2.2371e-13,0.0089529,-2.5471e-05,5.0993e-13,0.0089529,-2.5471e-05
-1.2582e-13,0.0083832,-0.00025259,-2.0561e-13,0.0083832,-0.00025259
2.7411e-13,0.0076957,-0.000471,-4.6158e-14,0.0076957,-0.000471
-1.0325e-12,0.0068999,-0.00067315,1.5535e-13,0.0068999,-0.00067315
3.1899e-13,0.0060072,-0.00085208,3.6443e-14,0.0060072,-0.00085208
2.3587e-13,0.00503,-0.0010016,-7.6328e-14,0.00503,-0.0010016
3.1364e-14,0.0039821,-0.0011166,1.1041e-13,0.0039821,-0.0011166
-2.5194e-13,0.0028782,-0.001193,-1.3942e-13,0.0028782,-0.001193
3.0584e-13,0.0017338,-0.0012283,-2.7783e-14,0.0017338,-0.0012283
5.7168e-13,0.00056508,-0.0012212,-1.4583e-13,0.00056508,-0.0012212
-5.2186e-13,-0.0006116,-0.001172,8.6875e-14,-0.0006116,-0.001172
-2.9501e-13,-0.0017797,-0.0010823,1.002e-13,-0.0017797,-0.0010823
4.983e-13,-0.0029227,-0.00095531,3.7595e-13,-0.0029227,-0.00095531
-2.7281e-13,-0.0040247,-0.00079534,-3.0725e-13,-0.0040247,-0.00079534
2.5674e-14,-0.0050701,-0.00060792,2.0459e-13,-0.0050701,-0.00060792
-1.5898e-13,-0.0060442,-0.00039954,-7.5301e-14,-0.0060442,-0.00039954
2.3609e-13,-0.0069333,-0.00017736,-1.8674e-13,-0.0069333,-0.00017736
-2.2835e-13,-0.007725,5.0931e-05,2.0095e-14,-0.007725,5.0931e-05
1.3156e-13,-0.0084081,0.00027747,8.9234e-14,-0.0084081,0.00027747
7.4268e-13,-0.0089729,0.00049443,1.9706e-13,-0.0089729,0.00049443
-1.2208e-12,-0.0094116,0.00069433,1.2418e-13,-0.0094116,0.00069433
4.1733e-13,-0.009718,0.00087028,-2.0267e-13,-0.009718,0.00087028
2.4886e-13,-0.0098878,0.0010162,-1.619e-13,-0.0098878,0.0010162
1.9734e-14,-0.0099185,0.0011271,-1.9262e-14,-0.0099185,0.0011271
-2.6562e-13,-0.0098098,0.001199,-1.1102e-13,-0.0098098,0.001199
-1.0536e-13,-0.0095632,0.0012296,1.4386e-13,-0.0095632,0.0012296
1.2346e-13,-0.0091822,0.0012178,5.0016e-14,-0.0091822,0.0012178
-7.4385e-15,-0.008672,0.001164,-1.5543e-13,-0.008672,0.001164
6.3838e-14,-0.00804,0.00107,5.3318e-14,-0.00804,0.00107
5.9341e-14,-0.0072949,0.00093905,5.4678e-15,-0.0072949,0.00093905
-4.3993e-13,-0.0064472,0.00077573,2.5036e-14,-0.0064472,0.00077573
4.2735e-13,-0.0055089,0.00058565,-7.4968e-14,-0.0055089,0.00058565
-2.3179e-13,-0.0044932,0.00037536,3.2038e-13,-0.0044932,0.00037536
1.4044e-13,-0.0034143,0.00015212,-2.1375e-13,-0.0034143,0.00015212
-4.2355e-14,-0.0022874,-7.6369e-05,-2.2665e-13,-0.0022874,-7.6369e-05
3.6587e-13,-0.0011283,-0.00030222,3.9749e-13,-0.0011283,-0.00030222
-4.9324e-13,4.6598e-05,-0.00051765,1.3295e-13,4.6598e-05,-0.00051765
1.9912e-13,0.0012209,-0.00071521,-3.5091e-13,0.0012209,-0.00071521
-5.5955e-14,0.002378,-0.0008881,-4.0579e-14,0.002378,-0.0008881
-1.8344e-13,0.0035017,-0.0010303,6.1659e-13,0.0035017,-0.0010303
1.1696e-13,0.0045761,-0.001137,-5.0124e-13,0.0045761,-0.001137
5.1292e-14,0.0055862,-0.0012045,-1.8846e-13,0.0055862,-0.0012045
2.251e-14,0.0065178,-0.0012304,1.0428e-13,0.0065178,-0.0012304
-3.4195e-14,0.0073577,-0.0012139,-1.1122e-13,0.0073577,-0.0012139
8.9734e-14,0.0080943,-0.0011554,-7.5773e-15,0.0080943,-0.0011554
1.7542e-14,0.008717,-0.0010572,-4.9183e-14,0.008717,-0.0010572
