-0.15,0.69208,-0.15,-0.10714,0.69597,-0.15,-0.064286,0.69855,-0.15,-0.021429,0.69984,-0.15,0.021429,0.69984,-0.15,0.064286,0.69855,-0.15,0.10714,0.69597,-0.15,0.15,0.69208,-0.15,-0.15,0.69208,-0.10714,-0.10714,0.69597,-0.10714,-0.064286,0.69855,-0.10714,-0.021429,0.69984,-0.10714,0.021429,0.69984,-0.10714,0.064286,0.69855,-0.10714,0.10714,0.69597,-0.10714,0.15,0.69208,-0.10714,-0.15,0.69208,-0.064286,-0.10714,0.69597,-0.064286,-0.064286,0.69855,-0.064286,-0.021429,0.69984,-0.064286,0.021429,0.69984,-0.064286,0.064286,0.69855,-0.064286,0.10714,0.69597,-0.064286,0.15,0.69208,-0.064286,-0.15,0.69208,-0.021429,-0.10714,0.69597,-0.021429,-0.064286,0.69855,-0.021429,-0.021429,0.69984,-0.021429,0.021429,0.69984,-0.021429,0.064286,0.69855,-0.021429,0.10714,0.69597,-0.021429,0.15,0.69208,-0.021429,-0.15,0.69208,0.021429,-0.10714,0.69597,0.021429,-0.064286,0.69855,0.021429,-0.021429,0.69984,0.021429,0.021429,0.69984,0.021429,0.064286,0.69855,0.021429,0.10714,0.69597,0.021429,0.15,0.69208,0.021429,-0.15,0.69208,0.064286,-0.10714,0.69597,0.064286,-0.064286,0.69855,0.064286,-0.021429,0.69984,0.064286,0.021429,0.69984,0.064286,0.064286,0.69855,0.064286,0.10714,0.69597,0.064286,0.15,0.69208,0.064286,-0.15,0.69208,0.10714,-0.10714,0.69597,0.10714,-0.064286,0.69855,0.10714,-0.021429,0.69984,0.10714,0.021429,0.69984,0.10714,0.064286,0.69855,0.10714,0.10714,0.69597,0.10714,0.15,0.69208,0.10714,-0.15,0.69208,0.15,-0.10714,0.69597,0.15,-0.064286,0.69855,0.15,-0.021429,0.69984,0.15,0.021429,0.69984,0.15,0.064286,0.69855,0.15,0.10714,0.69597,0.15,0.15,0.69208,0.15
-0.14856,0.69328,-0.15103,-0.1076,0.69288,-0.1488,-0.063215,0.70091,-0.14998,-0.022507,0.69773,-0.14904,0.022507,0.69773,-0.14904,0.063215,0.70091,-0.14998,0.1076,0.69288,-0.1488,0.14856,0.69328,-0.15103,-0.15171,0.69344,-0.10713,-0.1047,0.6972,-0.10827,-0.066241,0.70035,-0.10717,-0.019231,0.70167,-0.10763,0.019231,0.70167,-0.10763,0.066241,0.70035,-0.10717,0.1047,0.6972,-0.10827,0.15171,0.69344,-0.10713,-0.14935,0.69217,-0.065344,-0.10797,0.69656,-0.063392,-0.063554,0.69561,-0.064498,-0.022163,0.6978,-0.063779,0.022163,0.6978,-0.063779,0.063554,0.69561,-0.064498,0.10797,0.69656,-0.063392,0.14935,0.69217,-0.065344,-0.15128,0.69252,-0.021458,-0.10563,0.69572,-0.022652,-0.065586,0.69739,-0.021748,-0.019993,0.6991,-0.022195,0.019993,0.6991,-0.022195,0.065586,0.69739,-0.021748,0.10563,0.69572,-0.022652,0.15128,0.69252,-0.021458,-0.14977,0.69095,0.020354,-0.10763,0.69247,0.022106,-0.063865,0.69452,0.021095,-0.021871,0.69594,0.021739,0.021871,0.69594,0.021739,0.063865,0.69452,0.021095,0.10763,0.69247,0.022106,0.14977,0.69095,0.020354,-0.15085,0.69251,0.06423,-0.10633,0.69346,0.062839,-0.065042,0.69643,0.063836,-0.02065,0.69711,0.063338,0.02065,0.69711,0.063338,0.065042,0.69643,0.063836,0.10633,0.69346,0.062839,0.15085,0.69251,0.06423,-0.15031,0.69242,0.10605,-0.10732,0.69224,0.10777,-0.064261,0.69256,0.1066,-0.021471,0.69332,0.10724,0.021471,0.69332,0.10724,0.064261,0.69256,0.1066,0.10732,0.69224,0.10777,0.15031,0.69242,0.10605,-0.15,0.69388,0.14991,-0.10699,0.69156,0.14861,-0.064299,0.69606,0.14925,-0.021408,0.6975,0.14865,0.021408,0.6975,0.14865,0.064299,0.69606,0.14925,0.10699,0.69156,0.14861,0.15,0.69388,0.14991
-0.14867,0.69459,-0.15107,-0.10772,0.69229,-0.14889,-0.063249,0.70024,-0.15017,-0.022517,0.69825,-0.14932,0.022517,0.69825,-0.14932,0.063249,0.70024,-0.15017,0.10772,0.69229,-0.14889,0.14867,0.69459,-0.15107,-0.15182,0.69342,-0.10725,-0.10481,0.69806,-0.10822,-0.066262,0.69948,-0.10738,-0.019214,0.70065,-0.10774,0.019214,0.70065,-0.10774,0.066262,0.69948,-0.10738,0.10481,0.69806,-0.10822,0.15182,0.69342,-0.10725,-0.1491,0.69264,-0.065335,-0.10814,0.69754,-0.063581,-0.063462,0.69493,-0.064673,-0.022335,0.69581,-0.064036,0.022335,0.69581,-0.064036,0.063462,0.69493,-0.064673,0.10814,0.69754,-0.063581,0.1491,0.69264,-0.065335,-0.15146,0.69239,-0.021528,-0.10552,0.69512,-0.022674,-0.065699,0.69415,-0.021915,-0.019871,0.69589,-0.022362,0.019871,0.69589,-0.022362,0.065699,0.69415,-0.021915,0.10552,0.69512,-0.022674,0.15146,0.69239,-0.021528,-0.14973,0.69484,0.020424,-0.10781,0.69417,0.021963,-0.063733,0.69245,0.021004,-0.022012,0.6946,0.021604,0.022012,0.6946,0.021604,0.063733,0.69245,0.021004,0.10781,0.69417,0.021963,0.14973,0.69484,0.020424,-0.1511,0.69407,0.064204,-0.10617,0.69369,0.062968,-0.065129,0.69541,0.06375,-0.02046,0.69141,0.063206,0.02046,0.69141,0.063206,0.065129,0.69541,0.06375,0.10617,0.69369,0.062968,0.1511,0.69407,0.064204,-0.14973,0.69838,0.10597,-0.10756,0.6936,0.10766,-0.06401,0.69169,0.10658,-0.021741,0.69178,0.10724,0.021741,0.69178,0.10724,0.06401,0.69169,0.10658,0.10756,0.6936,0.10766,0.14973,0.69838,0.10597,-0.15,0.69742,0.14973,-0.10707,0.69156,0.14865,-0.064455,0.69509,0.14929,-0.021272,0.69768,0.14855,0.021272,0.69768,0.14855,0.064455,0.69509,0.14929,0.10707,0.69156,0.14865,0.15,0.69742,0.14973
-0.14938,0.69577,-0.15063,-0.10789,0.69373,-0.14935,-0.0635,0.69828,-0.15023,-0.022245,0.69984,-0.14964,0.022245,0.69984,-0.14964,0.0635,0.69828,-0.15023,0.10789,0.69373,-0.14935,0.14938,0.69577,-0.15063,-0.15147,0.69288,-0.10714,-0.10548,0.69733,-0.10792,-0.065817,0.69632,-0.1073,-0.019772,0.69602,-0.10761,0.019772,0.69602,-0.10761,0.065817,0.69632,-0.1073,0.10548,0.69733,-0.10792,0.15147,0.69288,-0.10714,-0.14955,0.69336,-0.064931,-0.1079,0.69626,-0.063802,-0.063678,0.69586,-0.064555,-0.022078,0.69719,-0.064161,0.022078,0.69719,-0.064161,0.063678,0.69586,-0.064555,0.1079,0.69626,-0.063802,0.14955,0.69336,-0.064931,-0.15127,0.69398,-0.021413,-0.10589,0.69548,-0.022286,-0.065401,0.69758,-0.021579,-0.0202,0.69434,-0.022031,0.0202,0.69434,-0.022031,0.065401,0.69758,-0.021579,0.10589,0.69548,-0.022286,0.15127,0.69398,-0.021413,-0.14977,0.69887,0.020619,-0.10771,0.69359,0.021864,-0.063892,0.69262,0.020927,-0.021858,0.69335,0.021443,0.021858,0.69335,0.021443,0.063892,0.69262,0.020927,0.10771,0.69359,0.021864,0.14977,0.69887,0.020619,-0.15009,0.69437,0.06419,-0.10615,0.70045,0.063019,-0.064846,0.69354,0.063893,-0.020864,0.69214,0.063653,0.020864,0.69214,0.063653,0.064846,0.69354,0.063893,0.10615,0.70045,0.063019,0.15009,0.69437,0.06419,-0.14989,0.70167,0.10593,-0.10739,0.69974,0.10723,-0.064025,0.69598,0.10658,-0.021713,0.69684,0.10689,0.021713,0.69684,0.10689,0.064025,0.69598,0.10658,0.10739,0.69974,0.10723,0.14989,0.70167,0.10593,-0.15,0.70258,0.14946,-0.10704,0.69698,0.14871,-0.064338,0.69717,0.14957,-0.021287,0.7009,0.14893,0.021287,0.7009,0.14893,0.064338,0.69717,0.14957,0.10704,0.69698,0.14871,0.15,0.70258,0.14946
-0.14936,0.69675,-0.15102,-0.10813,0.69542,-0.14963,-0.063373,0.6964,-0.15043,-0.022344,0.69925,-0.14957,0.022344,0.69925,-0.14957,0.063373,0.6964,-0.15043,0.10813,0.69542,-0.14963,0.14936,0.69675,-0.15102,-0.15183,0.69337,-0.10747,-0.10524,0.69388,-0.10841,-0.065997,0.69417,-0.10781,-0.019575,0.69352,-0.10812,0.019575,0.69352,-0.10812,0.065997,0.69417,-0.10781,0.10524,0.69388,-0.10841,0.15183,0.69337,-0.10747,-0.14956,0.69469,-0.065334,-0.10797,0.69481,-0.064051,-0.063631,0.69746,-0.064895,-0.02217,0.69697,-0.064428,0.02217,0.69697,-0.064428,0.063631,0.69746,-0.064895,0.10797,0.69481,-0.064051,0.14956,0.69469,-0.065334,-0.15146,0.69644,-0.02169,-0.10575,0.69582,-0.02278,-0.065585,0.69835,-0.022243,-0.020048,0.69742,-0.022594,0.020048,0.69742,-0.022594,0.065585,0.69835,-0.022243,0.10575,0.69582,-0.02278,0.15146,0.69644,-0.02169,-0.14948,0.69369,0.020408,-0.10775,0.70025,0.021449,-0.063864,0.69896,0.02079,-0.021907,0.69921,0.021211,0.021907,0.69921,0.021211,0.063864,0.69896,0.02079,0.10775,0.70025,0.021449,0.14948,0.69369,0.020408,-0.15118,0.70007,0.06382,-0.10634,0.70029,0.062826,-0.065165,0.70196,0.063355,-0.020517,0.7008,0.063031,0.020517,0.7008,0.063031,0.065165,0.70196,0.063355,0.10634,0.70029,0.062826,0.15118,0.70007,0.06382,-0.14991,0.70602,0.10559,-0.10747,0.70337,0.10718,-0.064056,0.70021,0.10639,-0.021689,0.70109,0.10687,0.021689,0.70109,0.10687,0.064056,0.70021,0.10639,0.10747,0.70336,0.10718,0.14991,0.70602,0.10559,-0.15,0.70919,0.14911,-0.10701,0.70386,0.14854,-0.064399,0.70917,0.14828,-0.021298,0.70551,0.14848,0.021298,0.70551,0.14848,0.064399,0.70917,0.14828,0.10701,0.70386,0.14854,0.15,0.70919,0.14911
-0.14933,0.69579,-0.15099,-0.10808,0.69563,-0.14949,-0.063337,0.6932,-0.15084,-0.022343,0.69674,-0.15014,0.022343,0.69674,-0.15014,0.063337,0.6932,-0.15084,0.10808,0.69563,-0.14949,0.14933,0.69579,-0.15099,-0.15181,0.6926,-0.10745,-0.10525,0.69389,-0.1083,-0.066,0.69482,-0.10779,-0.019572,0.69484,-0.10807,0.019572,0.69484,-0.10807,0.066,0.69482,-0.10779,0.10525,0.69388,-0.1083,0.15181,0.6926,-0.10745,-0.14902,0.69631,-0.065532,-0.10796,0.69368,-0.063861,-0.063315,0.6984,-0.065276,-0.022404,0.69662,-0.064552,0.022404,0.69662,-0.064551,0.063315,0.6984,-0.065276,0.10796,0.69368,-0.063861,0.14902,0.69631,-0.065532,-0.15107,0.6983,-0.021918,-0.10592,0.69811,-0.022852,-0.065349,0.70231,-0.022413,-0.020339,0.70142,-0.022716,0.020339,0.70143,-0.022717,0.065349,0.70231,-0.022413,0.10592,0.69812,-0.022852,0.15107,0.6983,-0.021918,-0.14955,0.70329,0.019879,-0.10788,0.70283,0.021308,-0.063599,0.70483,0.020194,-0.022133,0.7077,0.020417,0.022133,0.7077,0.020417,0.063599,0.70482,0.020194,0.10788,0.70283,0.021308,0.14955,0.70329,0.019879,-0.15072,0.7054,0.063672,-0.10655,0.70917,0.062106,-0.064831,0.71066,0.062898,-0.0208,0.70675,0.062574,0.0208,0.70675,0.062574,0.064831,0.71066,0.062898,0.10655,0.70917,0.062106,0.15072,0.7054,0.063671,-0.15023,0.7116,0.10538,-0.10756,0.71145,0.10652,-0.06407,0.7097,0.10559,-0.021688,0.70852,0.10614,0.021688,0.70852,0.10614,0.06407,0.7097,0.10559,0.10756,0.71145,0.10652,0.15023,0.7116,0.10538,-0.15,0.71704,0.14867,-0.10674,0.7164,0.14755,-0.06412,0.71938,0.1476,-0.0213,0.71322,0.14803,0.021301,0.71321,0.14803,0.06412,0.71938,0.1476,0.10674,0.7164,0.14755,0.15,0.71704,0.14867
-0.14913,0.69371,-0.15078,-0.10814,0.6944,-0.14888,-0.063145,0.69184,-0.15,-0.022479,0.69642,-0.14951,0.022479,0.69643,-0.14951,0.063144,0.69183,-0.15,0.10814,0.69439,-0.14888,0.14913,0.69371,-0.15078,-0.15189,0.69424,-0.10679,-0.10488,0.69543,-0.10839,-0.066208,0.69665,-0.10742,-0.019294,0.69586,-0.10785,0.019291,0.69586,-0.10786,0.066206,0.69664,-0.10741,0.10487,0.6954,-0.1084,0.15188,0.69423,-0.10678,-0.14964,0.6988,-0.065306,-0.10777,0.69878,-0.063452,-0.063687,0.70191,-0.064841,-0.022048,0.69949,-0.064016,0.022048,0.69949,-0.064018,0.063688,0.7019,-0.064836,0.10778,0.69881,-0.063457,0.14964,0.6988,-0.065307,-0.15156,0.70398,-0.021617,-0.10565,0.70436,-0.023292,-0.065687,0.70399,-0.02206,-0.019902,0.70432,-0.022628,0.019899,0.70437,-0.022643,0.065684,0.70391,-0.022044,0.10565,0.70445,-0.023316,0.15157,0.70397,-0.021612,-0.15007,0.70612,0.020092,-0.10741,0.71103,0.021319,-0.064319,0.71346,0.019795,-0.021525,0.7135,0.020425,0.021528,0.71349,0.02043,0.06432,0.71345,0.019792,0.10741,0.71104,0.021321,0.15007,0.70609,0.020091,-0.15099,0.71638,0.062972,-0.10637,0.71496,0.061713,-0.065047,0.71618,0.062535,-0.020617,0.7158,0.062076,0.020616,0.71579,0.062072,0.065046,0.7162,0.062536,0.10637,0.71495,0.061706,0.15099,0.71636,0.062974,-0.15046,0.72112,0.10443,-0.10707,0.72002,0.10656,-0.064542,0.71718,0.10549,-0.021224,0.72024,0.10587,0.021229,0.72023,0.10588,0.064547,0.7172,0.10549,0.10708,0.72,0.10656,0.15047,0.72112,0.10443,-0.15,0.72587,0.14817,-0.1072,0.72381,0.14697,-0.064103,0.72695,0.14732,-0.02153,0.72253,0.14753,0.021531,0.72255,0.14753,0.064104,0.72695,0.14733,0.1072,0.72381,0.14696,0.15,0.72587,0.14817
-0.14904,0.69279,-0.15034,-0.1081,0.69396,-0.14881,-0.063042,0.69239,-0.14994,-0.022493,0.69782,-0.14982,0.022492,0.69771,-0.14983,0.063062,0.69244,-0.14993,0.10812,0.69393,-0.14883,0.14906,0.69278,-0.15032,-0.15193,0.69776,-0.10699,-0.10487,0.69937,-0.10795,-0.066261,0.69951,-0.10726,-0.019256,0.69916,-0.10751,0.019263,0.69915,-0.1075,0.066265,0.69958,-0.10728,0.10487,0.69937,-0.10794,0.15193,0.69774,-0.10699,-0.14914,0.70472,-0.06551,-0.10821,0.70574,-0.064059,-0.063131,0.70639,-0.065371,-0.022489,0.70299,-0.064337,0.022494,0.70307,-0.064363,0.063149,0.7063,-0.065336,0.10822,0.70591,-0.064101,0.14915,0.70469,-0.065489,-0.15102,0.71055,-0.022238,-0.10568,0.71449,-0.023695,-0.065508,0.70997,-0.022242,-0.020145,0.70893,-0.022422,0.020147,0.709,-0.022423,0.065512,0.7099,-0.022244,0.10568,0.71443,-0.023667,0.15103,0.7106,-0.022244,-0.14941,0.71697,0.019358,-0.10817,0.71834,0.020546,-0.063421,0.71729,0.019591,-0.022324,0.71738,0.020127,0.02233,0.71733,0.020125,0.063427,0.71729,0.019607,0.10818,0.71834,0.020541,0.14942,0.71692,0.019378,-0.15029,0.72171,0.062783,-0.10623,0.72636,0.061057,-0.064921,0.72074,0.062737,-0.020787,0.72044,0.062353,0.020784,0.72041,0.062372,0.064918,0.72076,0.062721,0.10623,0.72637,0.061076,0.15029,0.72173,0.062782,-0.15004,0.72987,0.10424,-0.10789,0.72966,0.1054,-0.06379,0.72876,0.10447,-0.021976,0.73047,0.10454,0.021977,0.73045,0.10453,0.06379,0.72879,0.10448,0.10789,0.72965,0.10539,0.15004,0.72987,0.10426,-0.15,0.73539,0.14759,-0.10648,0.73504,0.14635,-0.064209,0.73856,0.14673,-0.02116,0.73165,0.14693,0.021148,0.73172,0.14694,0.064206,0.73853,0.14672,0.10647,0.73504,0.14636,0.15,0.73539,0.14759
-0.14864,0.69465,-0.14944,-0.10833,0.69902,-0.14804,-0.062912,0.6956,-0.14922,-0.022743,0.70028,-0.14887,0.022731,0.70048,-0.14892,0.062883,0.69563,-0.14929,0.10829,0.69919,-0.14806,0.14858,0.6946,-0.14946,-0.15233,0.70357,-0.10653,-0.1043,0.70358,-0.10745,-0.066659,0.70398,-0.1068,-0.018788,0.70218,-0.10685,0.018711,0.70264,-0.10695,0.06659,0.7044,-0.10684,0.10425,0.70353,-0.10751,0.15228,0.70336,-0.1065,-0.1485,0.71144,-0.065419,-0.10838,0.71533,-0.064295,-0.062901,0.7105,-0.064825,-0.022801,0.7108,-0.064161,0.022846,0.71066,-0.064122,0.062933,0.70975,-0.064761,0.10835,0.71532,-0.064287,0.14848,0.71173,-0.065525,-0.1512,0.71822,-0.022137,-0.10515,0.72162,-0.023932,-0.065792,0.7172,-0.022138,-0.019778,0.72005,-0.023126,0.019752,0.71997,-0.023137,0.065766,0.717,-0.022074,0.10509,0.7216,-0.023988,0.15115,0.71822,-0.022167,-0.14898,0.72221,0.019574,-0.10814,0.72755,0.020384,-0.0633,0.72561,0.019554,-0.022364,0.7234,0.020354,0.022414,0.72245,0.020457,0.063316,0.72553,0.019517,0.10814,0.72774,0.020353,0.14897,0.72229,0.019513,-0.15098,0.7331,0.062091,-0.10576,0.73236,0.061023,-0.065358,0.72695,0.062764,-0.02033,0.72748,0.062235,0.020303,0.7273,0.062229,0.065337,0.72701,0.062815,0.10573,0.73241,0.060941,0.15096,0.73313,0.062081,-0.14968,0.73864,0.1036,-0.10794,0.73755,0.1055,-0.063721,0.7379,0.10388,-0.022033,0.73944,0.10416,0.022085,0.73926,0.10418,0.063772,0.73793,0.10385,0.108,0.73756,0.10548,0.14973,0.73875,0.10356,-0.15,0.74528,0.14696,-0.10634,0.74612,0.14546,-0.064062,0.74549,0.14657,-0.021125,0.73718,0.14628,0.021098,0.73744,0.14628,0.064063,0.74548,0.14663,0.10634,0.74607,0.14539,0.15,0.74528,0.14696
-0.14905,0.70044,-0.1494,-0.10812,0.70436,-0.14851,-0.063241,0.7007,-0.14905,-0.022422,0.70323,-0.14889,0.022469,0.70463,-0.14909,0.063225,0.70079,-0.14908,0.10809,0.70491,-0.14855,0.149,0.70035,-0.14943,-0.15192,0.71211,-0.10723,-0.10496,0.71112,-0.108,-0.066174,0.71054,-0.10716,-0.019345,0.71049,-0.1075,0.019339,0.71033,-0.10744,0.066178,0.71143,-0.10728,0.10499,0.71034,-0.1078,0.15195,0.71208,-0.10724,-0.14918,0.71914,-0.065846,-0.10803,0.72069,-0.064487,-0.063351,0.717,-0.064986,-0.022384,0.71909,-0.064749,0.022364,0.71935,-0.064766,0.063333,0.71732,-0.065075,0.10806,0.72041,-0.064396,0.14921,0.71872,-0.065787,-0.15099,0.72608,-0.022658,-0.10568,0.72865,-0.024209,-0.06542,0.72448,-0.022609,-0.020214,0.72636,-0.023344,0.02019,0.72708,-0.02344,0.065402,0.7253,-0.022726,0.10573,0.72881,-0.024199,0.15102,0.72588,-0.022636,-0.14962,0.73389,0.018613,-0.10786,0.73431,0.020001,-0.063698,0.73155,0.019479,-0.022103,0.73258,0.019843,0.022071,0.73254,0.019854,0.063662,0.73216,0.019334,0.1079,0.73366,0.02011,0.14967,0.73397,0.018609,-0.15041,0.73871,0.062136,-0.10631,0.74309,0.060171,-0.064935,0.73811,0.062047,-0.020776,0.73881,0.06145,0.020777,0.73847,0.061509,0.064943,0.7379,0.062074,0.10631,0.74303,0.060173,0.15043,0.73861,0.062161,-0.15012,0.74845,0.10306,-0.10759,0.74798,0.10455,-0.06406,0.74937,0.10328,-0.021702,0.74967,0.10371,0.021707,0.74958,0.1037,0.064068,0.7488,0.10334,0.1076,0.74748,0.1046,0.15014,0.74851,0.10305,-0.15,0.75523,0.14627,-0.10679,0.75237,0.14543,-0.064161,0.74952,0.14642,-0.021297,0.74338,0.14533,0.021283,0.74379,0.1454,0.064167,0.74997,0.14653,0.1068,0.75252,0.14541,0.15,0.75523,0.14627
