0,0.084123,0.048972,0,0.084123,0.048972
-1.6671e-12,0.081341,0.046105,4.3532e-13,0.081341,0.046105
4.0821e-12,0.077426,0.041976,-4.7379e-13,0.077426,0.041976
3.3251e-13,0.072432,0.036698,-4.3928e-12,0.072432,0.036698
-3.7659e-12,0.06643,0.030415,2.9998e-12,0.06643,0.030415
1.2966e-12,0.059503,0.023299,2.6759e-12,0.059503,0.023299
3.787e-13,0.051747,0.015546,-9.8566e-13,0.051747,0.015546
-4.1338e-12,0.04327,0.0073669,1.4601e-12,0.04327,0.0073669
4.8861e-12,0.034191,-0.0010137,6.2605e-13,0.034191,-0.0010137
4.3003e-12,0.024635,-0.0093665,-1.3547e-12,0.024635,-0.0093665
-8.1868e-12,0.014736,-0.017463,-1.4199e-12,0.014736,-0.017463
2.7437e-12,0.0046324,-0.025081,1.7664e-13,0.0046324,-0.025081
-3.4661e-13,-0.0055361,-0.032013,4.4853e-13,-0.0055361,-0.032013
-8.4366e-13,-0.015628,-0.038068,9.5113e-13,-0.015628,-0.038068
7.4873e-13,-0.025501,-0.043082,3.3196e-14,-0.025501,-0.043082
-6.1062e-14,-0.03502,-0.046916,-2.6867e-14,-0.03502,-0.046916
-7.4085e-13,-0.044051,-0.049466,-7.1121e-13,-0.044051,-0.049466
2.6799e-12,-0.052468,-0.050661,5.8431e-13,-0.052468,-0.050661
-1.9088e-12,-0.060154,-0.05047,-1.9101e-12,-0.060154,-0.05047
-1.8907e-13,-0.067003,-0.048897,1.7473e-12,-0.067003,-0.048897
-7.9126e-13,-0.072919,-0.045986,-1.801e-12,-0.072919,-0.045986
7.272e-13,-0.077819,-0.041816,5.4678e-13,-0.077819,-0.041816
-3.4062e-13,-0.081635,-0.036501,9.2537e-13,-0.081635,-0.036501
1.9663e-12,-0.084314,-0.030187,-9.2371e-14,-0.084314,-0.030187
-6.9122e-13,-0.085819,-0.023047,1.8781e-12,-0.085819,-0.023047
2.1469e-12,-0.086128,-0.015275,-3.2274e-12,-0.086128,-0.015275
-2.4358e-13,-0.085238,-0.0070861,-4.6285e-13,-0.085238,-0.0070861
-4.91e-13,-0.083161,0.0012973,-8.2667e-13,-0.083161,0.0012973
-1.7039e-12,-0.079926,0.0096451,1.2068e-12,-0.079926,0.0096451
-6.5392e-14,-0.075577,0.017729,-8.3328e-13,-0.075577,0.017729
7.7749e-13,-0.070176,0.025327,1.8384e-12,-0.070176,0.025327
-6.8295e-13,-0.063798,0.032233,-8.8396e-13,-0.063798,0.032233
-4.9055e-13,-0.056531,0.038255,7.1598e-13,-0.056531,0.038255
1.4313e-12,-0.048476,0.043231,1.2612e-13,-0.048476,0.043231
-5.646e-13,-0.039746,0.047023,2.0706e-13,-0.039746,0.047023
3.1586e-13,-0.030463,0.049528,1.3244e-12,-0.030463,0.049528
-2.0237e-12,-0.020756,0.050677,-1.8916e-12,-0.020756,0.050677
1.9041e-12,-0.010759,0.050439,8.5798e-13,-0.010759,0.050439
-1.4411e-13,-0.00061291,0.048821,1.1867e-12,-0.00061291,0.048821
1.2057e-13,0.009542,0.045865,-2.9676e-12,0.009542,0.045865
-8.3344e-13,0.019564,0.041654,1.158e-12,0.019564,0.041654
-7.3719e-14,0.029314,0.036303,-5.9075e-13,0.029314,0.036303
-2.4616e-12,0.038655,0.029959,1.824e-12,0.038655,0.029959
1.2643e-12,0.047458,0.022794,-1.6584e-12,0.047458,0.022794
7.5628e-13,0.0556,0.015005,9.8349e-13,0.0556,0.015005
3.5727e-13,0.062967,0.0068051,2.9188e-13,0.062967,0.0068051
2.845e-12,0.069458,-0.0015808,2.669e-13,0.069458,-0.0015808
-1.6403e-12,0.074981,-0.0099235,-1.5821e-12,0.074981,-0.0099235
-2.0484e-14,0.07946,-0.017994,1.8763e-12,0.07946,-0.017994
-1.9476e-12,0.082832,-0.025573,-1.6868e-12,0.082832,-0.025573
-3.1227e-12,0.085051,-0.032451,2.5444e-12,0.085051,-0.032451
5.1122e-12,0.086085,-0.038441,-2.3267e-12,0.086085,-0.038441
-2.8625e-12,0.08592,-0.043379,1.6551e-12,0.08592,-0.043379
1.0213e-12,0.084558,-0.047129,-9.9898e-13,0.084558,-0.047129
5.9563e-13,0.082019,-0.049589,-1.4655e-14,0.082019,-0.049589
-5.1358e-12,0.078337,-0.050692,-6.6647e-13,0.078337,-0.050692
